Unnamed: 0,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,AQI,heat_stroke,hypothermia,migraine,allergies,dehydration,skin_disease,sunburn_risk,respiratory_infection,joint_pain,stroke_risk,vertigo_risk,asthma,low_bp,cardiac_arrest,back_pain,paralysis_risk,pressure_problem,cluster,safe_or_unsafe,safe_or_unsafe_binary
1705,30th week,Kerala,Kozhikode,Dengue,37,,15,6,2018,11.2450558,75.7754716,2.122187999,,,142,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1706,30th week,Maharashtra,Ahmednagar,Acute Diarrhoeal Disease,82,,3,7,2018,19.1627725,74.8580243,0.2006507419,,307.2333334,57,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1707,30th week,West Bengal,Murshidabad,Dengue,241,,14,7,2018,24.1745993,88.2721335,0.3702091536,10.0,300.0333334,114,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1708,31st week,Madhya Pradesh,Panna,Acute Diarrhoeal Disease,23,1.0,31,7,2018,24.5,80.25,1.107004691,3.0,,106,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1709,31st week,Madhya Pradesh,Singrauli,Acute Diarrhoeal Disease,4,2.0,30,8,2018,24.1974432,82.6661453,0.6600698338,11.0,300.83,296,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1710,31st week,Madhya Pradesh,Sehore,Acute Diarrhoeal Disease,22,,3,8,2018,23.1156882,77.06623939,0.06964986074,7.0,299.66,116,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1711,31st week,Odisha,Bolangir,Acute Gastroenteritis,17,,30,8,2018,20.7502257,83.2499464,0.9762908778,9.0,,265,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1712,31st week,Tamil Nadu,Thanjavur,Acute Diarrhoeal Disease,15,,3,8,2018,10.7860267,79.1381497,0.126728941,6.0,310.33,264,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1713,31st week,Tamil Nadu,Madurai,Chikungunya,120,,2,8,2018,9.9261153,78.1140983,0.136954351,5.0,311.7,236,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1714,31st week,West Bengal,Purulia,Dengue,16,,31,7,2018,23.3291882,86.3672378,0.9024276265,3.0,,121,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1715,31st week,West Bengal,Purulia,Acute Diarrhoeal Disease,57,,26,7,2018,23.3291882,86.3672378,0.6247734298,4.0,,103,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1716,31st week,Delhi,North Delhi,Cholera,12,,3,8,2018,28.78722785,77.09809033,0.06779428596,9.0,302.94,298,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1717,31st week,Maharashtra,Nashik,Chikungunya,73,,4,8,2018,20.0112475,73.7902364,0.3740681367,,299.73,288,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1718,31st week,Himachal Pradesh,Bilaspur,Dengue,339,,6,7,2018,31.3380959,76.7611631,0.7324642694,28.0,295.38,278,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1719,31st week,Maharashtra,Kolhapur,Dengue,170,2.0,11,6,2018,16.7028412,74.2405329,1.483449569,6.0,307.16,116,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1720,31st week,Maharashtra,Nashik,Cholera,195,3.0,28,5,2018,20.0112475,73.7902364,0.0232925069,5.0,312.8866666,100,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1721,31st week,West Bengal,Murshidabad,Dengue,344,,3,8,2018,24.1745993,88.2721335,1.195786409,3.0,,146,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1722,32nd week,Gujarat,Dahod,Cholera,2,,8,7,2018,22.8358542,74.2556782,0.4278499176,4.0,303.82,141,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1723,32nd week,Goa,South Goa,Malaria,5,,24,7,2018,15.21961365,74.1152813,2.980728358,4.0,,288,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1724,32nd week,Jharkhand,Bokaro,Acute Diarrhoeal Disease,31,,4,8,2018,23.69912795,85.99106894,1.445165742,,,57,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1725,32nd week,Jharkhand,Chatra,Acute Diarrhoeal Disease,72,,16,8,2018,24.20162495,84.87817692,0.7429069229,17.0,,211,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1726,32nd week,Jharkhand,East Singhbhum,Acute Diarrhoeal Disease,47,,2,8,2018,22.8092139,86.2091549,1.123924944,3.0,,84,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1727,32nd week,Karnataka,Bengaluru,Chikungunya,22,,6,8,2018,12.9767936,77.590082,0.06711051424,3.0,300.52,145,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1728,32nd week,Karnataka,Bijapur,Chikungunya,18,,5,8,2018,16.8269911,75.7175387,0.1090592869,,305.81,137,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1729,32nd week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,165,1.0,10,8,2018,21.825599,75.614182,0.2379220767,4.0,,127,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1730,32nd week,Madhya Pradesh,Raisen,Acute Diarrhoeal Disease,13,1.0,10,8,2018,23.25,78.083333,0.363364831,2.0,289.7,81,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1731,32nd week,Madhya Pradesh,Umaria,Acute Diarrhoeal Disease,10,1.0,9,8,2018,23.64319305,80.94239522,0.6549307261,4.0,,169,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1732,32nd week,Madhya Pradesh,Panna,Acute Diarrhoeal Disease,25,,8,8,2018,24.5,80.25,0.3076877704,6.0,,95,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1733,32nd week,Madhya Pradesh,Chhatarpur,Acute Diarrhoeal Disease,15,,10,8,2018,24.75,79.75,0.4901562343,8.0,303.12,284,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1734,32nd week,Odisha,Khordha,Acute Diarrhoeal Disease,9,,10,8,2018,20.22564715,85.56059465,1.672595952,9.0,302.45,193,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1735,32nd week,Telangana,Karimnagar,Chikungunya,17,,12,8,2018,18.4348122,79.1328042,0.3995288165,,300.58,245,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1736,32nd week,West Bengal,Murshidabad,Dengue,391,,4,8,2018,24.1745993,88.2721335,1.107234671,,,293,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1737,32nd week,Himachal Pradesh,Bilaspur,Dengue,416,,2,8,2018,31.3380959,76.7611631,0.4080354645,30.0,297.175,214,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1738,33rd week,Punjab,Patiala,Acute Diarrhoeal Disease,71,,24,7,2018,30.2090874,76.33987209,1.170283469,10.0,,231,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1739,33rd week,Rajasthan,Dungarpur,Acute Diarrhoeal Disease,10,1.0,28,5,2018,23.666667,73.75,0.0001177763051,4.0,319.01,262,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1740,33rd week,Telangana,Karimnagar,Dengue,6,,14,8,2018,18.4348122,79.1328042,0.5368763121,3.0,,191,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1741,33rd week,West Bengal,Paschim Medinipur,Dengue,497,,21,8,2018,22.3599134,87.41331448,0.5344839437,,300.84000000000003,272,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1742,33rd week,Karnataka,Chikkaballapura,Chikungunya,15,,13,8,2018,13.4358702,77.7312434,0.3055434906,,304.46,104,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1743,33rd week,Tamil Nadu,Virudhunagar- Sivakasi,Chikungunya,44,,6,8,2018,9.4477045,77.8000434,0.04841057558,4.0,314.5,225,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1744,33rd week,West Bengal,Murshidabad,Dengue,532,,6,8,2018,24.1745993,88.2721335,1.147983465,5.0,,259,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1745,33rd week,Himachal Pradesh,Bilaspur,Dengue,339,,14,8,2018,31.3380959,76.7611631,1.259084377,24.0,296.045,56,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1746,34th week,Bihar,Munger,Acute Diarrhoeal Disease,16,,24,7,2018,25.22081165,86.51720367,0.3405304098,5.0,311.96,123,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1747,34th week,Madhya Pradesh,Morena,Dengue,17,,28,5,2018,26.166667,77.5,0.000133343362,3.0,318.74333340000004,56,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1748,34th week,Madhya Pradesh,Morena,Cholera,6,,20,8,2018,26.166667,77.5,0.7338538087,,305.285,210,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1749,34th week,Madhya Pradesh,Panna,Acute Diarrhoeal Disease,13,,20,8,2018,24.5,80.25,0.8683032865,,303.62,200,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1750,34th week,Madhya Pradesh,Gwalior,Cholera,144,,20,8,2018,26.2037247,78.1573628,0.6177748133,,304.4266666,134,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1751,34th week,Madhya Pradesh,Burhanpur,Cholera,16,,21,8,2018,21.3118839,76.2291992,0.9997307896,,,196,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1752,34th week,Madhya Pradesh,Narsinghpur,Acute Diarrhoeal Disease,27,,23,8,2018,22.9467047,79.1980228,0.7956620973,7.0,,161,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1753,34th week,Telangana,Adilabad,Acute Diarrhoeal Disease,12,1.0,23,8,2018,19.5,78.5,1.383005458,7.0,,174,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1754,34th week,Uttarakhand,Haridwar,Acute Diarrhoeal Disease,50,,24,8,2018,29.91235135,78.00871782,1.067449565,8.0,301.87,196,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1755,34th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,253,,20,8,2018,22.642931,88.8930579,0.4042403568,,300.6466666,85,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1756,34th week,Sikkim,East Sikkim,Dengue,42,,21,1,2018,27.2799097,88.67466492,0.05691643846,10.0,286.2733334,78,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1757,34th week,West Bengal,Murshidabad,Dengue,651,,23,8,2018,24.1745993,88.2721335,0.3636899329,5.0,303.72,237,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1758,34th week,Himachal Pradesh,Bilaspur,Dengue,680,,10,8,2018,31.3380959,76.7611631,1.294812451,15.0,292.885,131,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1759,34th week,West Bengal,Purulia,Dengue,651,,24,7,2018,23.3291882,86.3672378,0.5356093389,4.0,303.40000000000003,51,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1760,34th week,West Bengal,Paschim Medinipur,Dengue,1173,,28,5,2018,22.3599134,87.41331448,0.3585401131,13.0,303.08,178,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1761,35th week,Bihar,Aurangabad,Acute Diarrhoeal Disease,7,,3,8,2018,24.786306,84.41448983,2.445436209,1.0,,96,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1762,35th week,Jharkhand,East Singhbhum,Acute Diarrhoeal Disease,43,,6,8,2018,22.8092139,86.2091549,1.190388173,6.0,,246,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1763,35th week,Jharkhand,Bokaro,Acute Diarrhoeal Disease,48,,22,8,2018,23.69912795,85.99106894,0.4506341373,8.0,301.15000000000003,197,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1764,35th week,Karnataka,Chamarajanagar,Malaria,16,,24,8,2018,11.9346006,76.9328209,0.09080546768,8.0,300.01,60,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1765,35th week,Karnataka,Shimoga,Chikungunya,19,,30,8,2018,13.9326093,75.574978,0.2462196016,15.0,295.76,283,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1766,35th week,Madhya Pradesh,Morena,Cholera,12,,25,8,2018,26.166667,77.5,1.140651504,10.0,301.66,179,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1767,35th week,Madhya Pradesh,Shivpuri,Acute Diarrhoeal Disease,15,,28,8,2018,25.37524125,77.82811933,0.7680913363,,300.74,244,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1768,35th week,Madhya Pradesh,Satna,Acute Diarrhoeal Disease,12,1.0,27,8,2018,24.5,81.0,1.184756944,2.0,,264,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1769,35th week,Madhya Pradesh,Shahdol,Acute Diarrhoeal Disease,9,1.0,31,8,2018,23.3002343,81.364771,0.7831479953,5.0,,168,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1770,35th week,Maharashtra,Gadchiroli,Acute Diarrhoeal Disease,62,2.0,1,9,2018,19.75907035,80.16228073,1.011077089,12.0,,189,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1771,35th week,Maharashtra,Aurangabad,Dengue,4,1.0,2,9,2018,19.877263,75.3390241,0.1642335851,11.0,303.94,69,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1772,35th week,Maharashtra,Amravati,Acute Gastroenteritis,17,,23,8,2018,20.9521098,77.7333168,1.844524485,8.0,,54,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1773,35th week,Maharashtra,Satara,Chikungunya,7,,24,8,2018,17.63612885,74.29827808,0.2748658408,5.0,299.46,86,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1774,35th week,Punjab,Fatehgarh Sahib,Acute Diarrhoeal Disease,52,,25,8,2018,30.6466737,76.3887563,0.3161535523,24.0,299.3933334,215,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1775,35th week,Punjab,S.A.S Nagar,Cholera,15,1.0,27,8,2018,30.7041168,76.7176885,0.2640002865,18.0,299.876,271,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1776,35th week,Punjab,Ludhiana,Cholera,38,,28,8,2018,30.9090157,75.851601,0.1693048074,,299.216,186,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1777,35th week,Rajasthan,Sikar,Acute Diarrhoeal Disease,10,,28,8,2018,27.662826,75.02792629,0.2688765832,,301.3866666,275,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1778,35th week,Rajasthan,Pratapgarh,Acute Diarrhoeal Disease,114,,29,8,2018,24.0333495,74.7801315,0.3972550528,,296.74,102,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1779,35th week,Tamil Nadu,Sivaganga,Acute Diarrhoeal Disease,11,,28,8,2018,9.851231,78.53047155,0.07232866875,,315.25333340000003,221,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1780,35th week,West Bengal,Nadia,Dengue,465,,28,8,2018,23.48454125,88.55676307,0.3576269969,,296.90000000000003,148,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1781,35th week,Gujarat,Surat,Acute Diarrhoeal Disease,54,,2,9,2018,21.19177615,72.95441578,0.2671809516,6.0,288.79,293,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1782,35th week,Maharashtra,Satara,Chikungunya,7,,28,8,2018,17.63612885,74.29827808,0.1469166093,,302.2,299,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1783,35th week,Maharashtra,Satara,Dengue,13,,16,8,2018,17.63612885,74.29827808,0.201422166,4.0,301.86,135,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1784,35th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,253,,13,8,2018,22.642931,88.8930579,0.2227696272,,300.6,157,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1785,36th week,Bihar,Munger,Acute Diarrhoeal Disease,85,,21,8,2018,25.22081165,86.51720367,0.7517474068,,300.29,73,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1786,36th week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,21,,23,8,2018,22.7859232,86.1716093,0.3339525484,6.0,301.71,130,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1787,36th week,Maharashtra,Jalgaon,Cholera,32,2.0,6,9,2018,20.84288265,75.52612464,0.08158791335,,302.0,251,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1788,36th week,Uttarakhand,Tehri,Dengue,21,1.0,5,9,2018,30.40260205,78.38835789,1.449797307,,287.5066666,207,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1789,36th week,West Bengal,Nadia,Dengue,286,,9,9,2018,23.48454125,88.55676307,0.563266366,10.0,300.48,169,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1790,36th week,West Bengal,Paschim Medinipur,Dengue,1430,,4,9,2018,22.3599134,87.41331448,0.6796600413,10.0,301.56,108,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1791,36th week,Madhya Pradesh,Shahdol,Acute Diarrhoeal Disease,16,1.0,7,9,2018,23.3002343,81.364771,1.711233088,15.0,,287,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1792,36th week,West Bengal,Paschim Medinipur,Dengue,1430,,6,8,2018,22.3599134,87.41331448,1.318926098,6.0,,264,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1793,37th week,Chandigarh,Chandigarh,Dengue,18,,2,9,2018,30.72984395,76.78414567,0.3238669042,14.0,300.96,177,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1794,37th week,Haryana,Kurukshetra,Acute Diarrhoeal Disease,20,,6,8,2018,29.9693747,76.8482787,0.1532728888,16.0,298.675,273,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1795,37th week,Madhya Pradesh,Sheopur,Acute Diarrhoeal Disease,35,2.0,11,9,2018,25.6656611,76.6954843,0.5547358536,13.0,271.86,258,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,safe,1
1796,37th week,Odisha,Nayagarh,Acute Diarrhoeal Disease,12,,11,9,2018,20.1160666,85.11195644,1.339343988,26.0,301.77,163,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1797,37th week,Rajasthan,Jhunjhunu,Acute Diarrhoeal Disease,27,,6,9,2018,28.1287995,75.3992581,0.0582638765,,305.69,164,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1798,37th week,Sikkim,Gangtok,Acute Diarrhoeal Disease,20,,15,9,2018,27.3257569,88.69827695,1.996362965,34.0,277.8,258,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,safe,1
1799,37th week,Tamil Nadu,Sivaganga,Chikungunya,41,,5,9,2018,9.851231,78.53047155,0.1127529269,,307.53000000000003,63,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1800,37th week,Tamil Nadu,Sivaganga,Chikungunya,29,,15,9,2018,9.851231,78.53047155,0.3444830988,7.0,313.375,58,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1801,37th week,Tamil Nadu,Pudukkottai,Acute Diarrhoeal Disease,25,,8,9,2018,10.5,78.833333,0.02749093974,8.0,311.395,89,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1802,37th week,West Bengal,Nadia,Dengue,587,,10,9,2018,23.48454125,88.55676307,0.531875786,10.0,301.28000000000003,243,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1803,37th week,West Bengal,Nadia,Dengue,419,,14,9,2018,23.48454125,88.55676307,0.2905312603,,297.98,286,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1804,38th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,35,,28,8,2018,15.6589741,79.47164373,0.04604273553,,310.05,74,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
1805,38th week,Gujarat,Valsad,Acute Diarrhoeal Disease,48,,7,9,2018,20.43219565,73.1409893,0.5181203545,22.0,298.01,152,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1806,38th week,Karnataka,Haveri,Acute Diarrhoeal Disease,18,,15,9,2018,14.7874825,75.3996731,0.007379255122,26.0,300.68,250,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1807,38th week,Tamil Nadu,Vellore,Acute Diarrhoeal Disease,21,,23,9,2018,12.7948109,79.0006411,0.2668336276,16.0,304.22,295,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1808,38th week,Tamil Nadu,Tiruppur,Chikungunya,22,,19,9,2018,11.1017815,77.345192,0.1093620474,4.0,312.02,71,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1809,38th week,Punjab,Patiala,Acute Diarrhoeal Disease,19,,21,9,2018,30.2090874,76.33987209,0.003788368621,,301.24333340000004,284,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1810,38th week,Telangana,Sangareddy,Acute Diarrhoeal Disease,18,,17,9,2018,17.86859205,77.82281995,0.1445507564,13.0,305.6033334,287,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1811,38th week,Chhattisgarh,Bemetara,Acute Diarrhoeal Disease,107,,17,9,2018,21.6783969,81.43047623,0.01991349118,21.0,303.92,53,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1812,38th week,Chhattisgarh,Jashpur,Acute Diarrhoeal Disease,14,,19,9,2018,22.76678355,83.95304519,0.3131990707,23.0,301.645,203,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1813,38th week,Delhi,North Delhi,Dengue,48,,10,8,2018,28.78722785,77.09809033,0.3807391615,8.0,306.72,235,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
1814,38th week,Jammu and Kashmir,Anantnag,Acute Diarrhoeal Disease,12,,10,7,2018,33.7368773,75.1455138,0.7896168243,17.0,295.48400000000004,78,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1815,38th week,Jammu and Kashmir,Kupwara,Acute Diarrhoeal Disease,42,,13,8,2018,34.6110236,74.23847867,0.3847155113,,293.356,158,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1816,39th week,Bihar,Muzaffarpur,Dengue,10,,3,8,2018,26.1486581,85.34001282,1.147583181,2.0,,147,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1817,39th week,Haryana,Kurukshetra,Acute Diarrhoeal Disease,11,,31,7,2018,29.9693747,76.8482787,1.029942644,14.0,300.65000000000003,264,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1818,39th week,Karnataka,Bagalkot,Acute Diarrhoeal Disease,38,,22,9,2018,16.1853166,75.6967919,0.2538451491,,308.835,86,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
1819,39th week,Assam,Barpeta,Acute Diarrhoeal Disease,32,,25,9,2018,26.34142215,91.01674328,0.5442588898,20.0,301.15000000000003,124,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1820,39th week,Assam,Karbi-Anglong,Dengue,18,,28,9,2018,26.0,93.5,0.498053236,36.0,300.72,119,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1821,39th week,Assam,Sibsagar,Acute Diarrhoeal Disease,19,1.0,8,9,2018,26.96388985,94.58213345,0.5640186702,23.0,301.38,195,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1822,39th week,Bihar,Madhubani,Acute Diarrhoeal Disease,15,,2,9,2018,26.350072,86.22914689,0.7651931259,14.0,298.48,177,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1823,39th week,Bihar,Saran,Acute Diarrhoeal Disease,40,,15,9,2018,25.90835495,84.78074761,0.3890777004,17.0,300.996,134,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
1824,39th week,Jharkhand,Simdega,Acute Diarrhoeal Disease,20,,17,8,2018,22.6664325,84.55026791,0.9224811358,10.0,298.43333340000004,91,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1825,39th week,Jharkhand,Simdega,Acute Diarrhoeal Disease,8,1.0,8,8,2018,22.6664325,84.55026791,1.193618771,6.0,,149,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
1826,39th week,Jammu and Kashmir,Ganderbal,Acute Diarrhoeal Disease,363,,9,9,2018,34.1934255,74.83434977,0.2451434777,12.0,295.628,90,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
1827,39th week,Jammu and Kashmir,Kupwara,Acute Diarrhoeal Disease,90,,3,8,2018,34.6110236,74.23847867,0.2960485321,16.0,290.54,215,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
1828,39th week,Puducherry,Pondicherry,Chikungunya,27,,16,8,2018,11.9340568,79.8306447,0.2792371655,8.0,,83,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
